Date,Open,High,Low,Close,Adj Close,Volume
2018-09-12,114.25,114.88,112.85,113.08,91.0,"10,800,800"
2018-09-13,113.37,114.13,112.67,113.52,91.35,"12,470,800"
2018-09-14,113.81,114.49,113.23,113.5,91.33,"10,337,900"
2018-09-17,113.79,114.43,113.3,113.84,91.61,"9,561,300"
2018-09-18,114.33,114.66,113.56,114.3,91.98,"7,944,200"
2018-09-19,114.44,118.06,114.44,117.62,94.65,"16,052,800"
2018-09-20,118.5,119.24,118.08,118.63,95.46,"15,590,000"
2018-09-21,119.13,119.23,117.74,117.85,94.83,"24,788,200"
2018-09-24,117.76,118.46,116.43,116.72,93.92,"12,492,500"
2018-09-25,117.04,117.97,116.32,116.39,93.66,"9,308,300"
2018-09-26,116.75,116.87,114.66,115.02,92.56,"14,023,600"
2018-09-27,115.42,115.76,114.16,114.52,92.15,"13,283,000"
2018-09-28,113.65,114.24,112.52,112.84,90.8,"15,815,100"
2018-10-01,113.37,114.61,113.04,113.5,91.33,"10,146,300"
2018-10-02,113.36,114.12,112.81,113.97,91.71,"13,753,100"
2018-10-03,114.94,115.66,114.48,115.04,92.57,"17,142,000"
2018-10-04,114.55,116.81,114.21,115.27,93.41,"16,357,400"
2018-10-05,115.83,116.1,114.02,114.62,92.88,"13,777,600"
2018-10-08,114.25,115.78,113.35,115.32,93.45,"14,370,900"
2018-10-09,114.67,115.03,113.67,114.52,92.8,"14,069,500"
2018-10-10,114.7,114.95,111.47,111.47,90.33,"23,086,400"
2018-10-11,110.97,111.47,107.38,108.13,87.62,"33,705,600"
2018-10-12,110.37,110.83,105.6,106.95,86.66,"32,075,700"
2018-10-15,107.2,108.85,106.32,106.34,86.17,"18,903,200"
2018-10-16,107.16,108.78,106.73,108.62,88.02,"19,302,800"
2018-10-17,108.38,110.8,108.23,109.83,89.0,"18,794,500"
2018-10-18,109.02,109.84,107.81,108.09,87.59,"17,582,500"
2018-10-19,107.65,109.22,107.27,107.91,87.44,"15,234,500"
2018-10-22,108.15,108.34,106.11,106.36,86.19,"16,199,100"
2018-10-23,104.2,106.16,103.7,105.25,85.29,"21,407,500"
2018-10-24,104.76,105.03,102.91,103.29,83.7,"23,168,900"
2018-10-25,104.18,105.9,103.72,104.86,84.97,"17,464,700"
2018-10-26,104.0,104.56,102.73,103.42,83.8,"19,174,900"
2018-10-29,104.46,106.63,103.7,104.85,84.96,"18,445,200"
2018-10-30,105.71,106.98,104.86,106.7,86.46,"18,019,700"
2018-10-31,108.08,110.48,107.79,109.02,88.34,"20,860,000"
2018-11-01,109.62,110.22,108.32,108.98,88.31,"13,065,000"
2018-11-02,109.9,110.81,107.49,108.38,87.82,"19,009,200"
2018-11-05,108.61,109.29,108.42,109.09,88.4,"10,276,400"
2018-11-06,108.67,109.67,107.76,109.6,88.81,"10,825,000"
2018-11-07,110.37,111.73,109.35,111.48,90.34,"12,679,600"
2018-11-08,111.01,112.93,111.0,112.38,91.06,"11,662,500"
2018-11-09,112.23,112.36,110.83,111.29,90.18,"10,432,200"
2018-11-12,111.42,111.94,108.6,108.95,88.29,"13,279,700"
2018-11-13,109.1,111.12,109.1,109.59,88.8,"13,746,100"
2018-11-14,110.23,110.71,105.98,107.33,86.97,"18,361,400"
2018-11-15,108.24,110.08,106.81,110.07,89.19,"19,100,000"
2018-11-16,109.45,110.76,108.55,109.99,89.13,"13,798,600"
2018-11-19,109.96,111.2,109.53,110.83,89.81,"13,987,000"
2018-11-20,109.78,110.49,107.98,108.45,87.88,"18,936,200"
2018-11-21,109.03,109.61,107.64,107.64,87.22,"10,619,600"
2018-11-23,106.74,107.39,106.06,106.65,86.42,"6,488,400"
2018-11-26,107.72,109.98,107.45,109.26,88.54,"13,948,300"
2018-11-27,108.76,110.03,108.63,109.72,88.91,"9,238,200"
2018-11-28,109.8,111.4,108.87,110.94,89.9,"13,977,300"
2018-11-29,110.27,110.8,109.64,110.06,89.19,"11,144,300"
2018-11-30,109.85,111.32,109.58,111.19,90.1,"18,652,700"
2018-12-03,112.38,112.89,111.74,112.24,90.95,"16,034,500"
2018-12-04,111.6,111.6,106.73,107.23,86.89,"23,555,900"
2018-12-06,105.01,105.36,102.88,105.19,85.24,"27,213,900"
2018-12-07,105.16,106.98,102.91,103.29,83.7,"19,248,600"
2018-12-10,102.87,103.49,99.28,101.36,82.14,"23,636,400"
2018-12-11,103.13,103.66,100.21,100.37,81.33,"16,860,700"
2018-12-12,101.66,102.9,100.06,101.02,81.86,"22,621,500"
2018-12-13,101.55,101.97,100.67,101.12,81.94,"17,250,900"
2018-12-14,99.99,101.94,99.86,100.29,81.27,"19,879,500"
2018-12-17,99.77,100.56,98.44,99.01,80.23,"25,113,500"
2018-12-18,99.42,100.89,98.12,98.54,79.85,"20,837,200"
2018-12-19,98.41,100.58,96.6,97.29,78.84,"28,767,900"
2018-12-20,96.61,98.28,95.69,96.45,78.16,"31,825,200"
2018-12-21,96.68,98.43,93.69,94.17,76.31,"41,313,900"
2018-12-24,92.89,94.22,92.14,92.14,74.66,"17,009,300"
2018-12-26,92.69,95.96,91.11,95.96,77.76,"22,542,900"
2018-12-27,94.82,97.15,93.55,97.04,78.63,"20,304,700"
2018-12-28,97.95,98.32,96.44,96.83,78.46,"17,963,300"
2018-12-31,97.59,98.81,96.77,97.62,79.1,"13,237,200"
2019-01-02,95.95,99.78,95.94,99.31,80.47,"15,670,900"
2019-01-03,98.64,98.89,96.69,97.11,79.33,"16,286,400"
2019-01-04,99.11,100.93,98.28,100.69,82.25,"16,935,200"
2019-01-07,100.43,101.47,99.71,100.76,82.31,"15,430,700"
2019-01-08,101.63,101.82,99.55,100.57,82.16,"13,578,800"
2019-01-09,100.81,101.49,99.93,100.4,82.02,"14,230,300"
2019-01-10,100.02,100.73,99.27,100.39,82.01,"14,376,100"
2019-01-11,99.89,100.17,98.95,99.91,81.62,"15,439,900"
2019-01-14,98.87,101.36,98.66,100.94,82.46,"21,258,500"
2019-01-15,98.89,102.47,98.6,101.68,83.06,"26,504,900"
2019-01-16,102.25,103.45,101.8,102.5,83.73,"18,533,000"
2019-01-17,102.11,103.5,101.92,102.92,84.08,"14,247,600"
2019-01-18,103.77,104.9,102.83,104.59,85.44,"16,428,700"
2019-01-22,103.08,103.59,102.13,102.94,84.09,"17,083,700"
2019-01-23,103.44,103.7,101.97,102.68,83.88,"12,146,700"
2019-01-24,102.13,103.09,101.94,102.74,83.93,"11,296,800"
2019-01-25,103.51,104.31,102.74,103.39,84.46,"14,369,400"
2019-01-28,102.89,104.24,102.59,103.88,84.86,"12,283,100"
2019-01-29,103.88,105.11,103.73,104.17,85.1,"9,743,300"
2019-01-30,104.14,105.24,103.78,104.41,85.29,"12,526,300"
2019-01-31,103.41,103.8,102.73,103.5,84.55,"17,520,600"
2019-02-01,104.0,104.85,103.52,103.88,84.86,"13,000,800"
2019-02-04,103.79,104.25,103.01,104.25,85.16,"9,871,500"
2019-02-05,104.52,104.55,103.29,103.79,84.79,"12,763,000"
2019-02-06,103.71,104.62,103.47,103.74,84.75,"8,745,000"
2019-02-07,103.25,103.5,101.44,102.38,83.64,"13,177,500"
2019-02-08,102.08,102.34,100.06,101.36,82.8,"12,892,600"
2019-02-11,101.76,102.01,100.77,100.88,82.41,"10,978,500"
2019-02-12,101.95,102.92,101.89,102.6,83.82,"12,852,300"
2019-02-13,102.9,103.85,102.9,103.09,84.22,"10,754,100"
2019-02-14,102.47,103.1,101.35,102.42,83.67,"11,518,500"
2019-02-15,103.9,105.7,103.66,105.55,86.23,"14,716,900"
2019-02-19,104.91,105.37,103.81,105.18,85.92,"12,764,900"
2019-02-20,105.21,105.8,104.88,105.69,86.34,"10,030,300"
2019-02-21,105.45,105.99,104.96,105.47,86.16,"8,400,100"
2019-02-22,105.7,106.09,104.78,105.0,85.78,"10,647,300"
2019-02-25,105.75,107.27,105.69,106.1,86.67,"11,230,700"
2019-02-26,104.5,105.47,103.94,105.29,86.01,"15,465,400"
2019-02-27,105.18,105.38,104.51,105.16,85.91,"9,968,800"
2019-02-28,105.01,105.21,104.18,104.36,85.25,"15,156,900"
2019-03-01,105.1,105.91,104.2,104.43,85.31,"13,813,300"
2019-03-04,104.92,105.92,103.27,104.19,85.11,"12,466,300"
2019-03-05,104.13,104.55,103.26,104.11,85.05,"10,856,600"
2019-03-06,103.86,104.57,103.55,103.72,84.73,"9,070,800"
2019-03-07,103.25,103.47,102.16,102.97,84.12,"12,705,700"
2019-03-08,101.99,103.23,101.99,103.01,84.15,"10,582,400"
2019-03-11,103.98,104.55,103.66,104.35,85.24,"9,763,200"
2019-03-12,104.59,104.79,103.75,104.04,84.99,"10,219,100"
2019-03-13,104.19,104.98,103.95,104.39,85.28,"13,022,200"
2019-03-14,104.5,105.87,104.46,105.34,86.05,"10,926,500"
2019-03-15,105.41,106.8,105.23,106.55,87.04,"24,811,700"
2019-03-18,106.55,107.79,106.5,107.19,87.56,"12,935,500"
2019-03-19,108.2,108.4,106.55,106.8,87.25,"12,889,300"
2019-03-20,106.43,106.65,104.41,104.52,85.38,"14,920,700"
2019-03-21,103.49,103.49,102.28,102.87,84.04,"19,751,000"
2019-03-22,101.82,102.32,99.52,99.76,81.5,"31,115,200"
2019-03-25,99.59,100.57,98.09,98.93,80.82,"21,032,300"
2019-03-26,99.82,100.4,98.82,99.92,81.63,"15,987,100"
2019-03-27,99.88,100.45,99.08,99.58,81.35,"12,753,200"
2019-03-28,100.0,100.8,99.74,100.71,82.27,"12,454,100"
2019-03-29,101.54,101.99,100.59,101.23,82.7,"14,523,400"
2019-04-01,102.15,104.68,102.12,104.64,85.48,"17,499,300"
2019-04-02,104.6,105.44,104.33,105.14,85.89,"10,295,400"
2019-04-03,105.81,106.36,104.79,105.35,86.06,"11,499,200"
2019-04-04,104.55,105.73,104.45,105.56,86.89,"11,952,100"
2019-04-05,105.8,106.11,104.99,105.31,86.69,"9,933,700"
2019-04-08,105.11,105.65,104.91,105.65,86.97,"8,056,300"
2019-04-09,105.08,105.2,104.25,104.87,86.33,"9,092,200"
2019-04-10,105.13,105.72,104.47,105.34,86.71,"10,882,300"
2019-04-11,105.71,106.73,105.56,106.23,87.44,"11,183,800"
2019-04-12,109.44,111.85,108.88,111.21,91.54,"25,834,100"
2019-04-15,110.92,111.0,109.12,109.94,90.5,"15,163,800"
2019-04-16,109.9,111.39,109.86,111.1,91.45,"11,583,200"
2019-04-17,111.7,114.66,111.01,114.3,94.09,"17,791,900"
2019-04-18,114.53,114.95,113.33,113.46,93.4,"12,501,900"
2019-04-22,112.83,113.93,112.66,113.6,93.51,"7,975,900"
2019-04-23,113.0,114.37,112.85,113.74,93.63,"9,193,100"
2019-04-24,113.26,114.15,112.81,113.55,93.47,"9,245,700"
2019-04-25,113.01,114.15,112.5,113.61,93.52,"9,311,800"
2019-04-26,113.95,114.58,113.6,114.47,94.23,"7,889,300"
2019-04-29,114.6,117.16,114.45,116.12,95.59,"14,242,200"
2019-04-30,116.43,116.72,115.26,116.05,95.53,"11,389,100"
2019-05-01,115.72,117.0,115.11,115.16,94.8,"10,412,900"
2019-05-02,115.17,115.78,114.58,115.41,95.0,"8,613,300"
2019-05-03,116.0,116.68,115.67,116.12,95.59,"8,185,400"
2019-05-06,114.18,115.47,113.72,115.09,94.74,"9,387,000"
2019-05-07,114.03,114.03,112.29,113.21,93.19,"15,017,700"
2019-05-08,112.66,113.67,112.46,112.61,92.7,"9,575,800"
2019-05-09,111.14,112.74,110.58,112.52,92.62,"12,205,900"
2019-05-10,111.75,112.84,110.54,112.51,92.61,"13,189,000"
2019-05-13,110.08,110.45,108.98,109.45,90.1,"13,783,700"
2019-05-14,109.55,111.72,109.5,110.32,90.81,"10,503,600"
2019-05-15,109.21,110.9,108.61,109.9,90.47,"10,142,000"
2019-05-16,110.62,112.17,110.59,111.31,91.63,"9,672,700"
2019-05-17,110.0,111.75,109.83,110.77,91.18,"9,570,100"
2019-05-20,110.58,111.81,110.37,111.35,91.66,"8,518,200"
2019-05-21,111.44,111.92,111.22,111.73,91.97,"7,967,900"
2019-05-22,111.4,111.79,110.75,110.82,91.22,"7,918,900"
2019-05-23,109.64,109.79,107.5,108.64,89.43,"14,558,000"
2019-05-24,109.52,109.96,109.19,109.71,90.31,"8,537,300"
2019-05-28,109.2,109.83,108.44,108.52,89.33,"11,665,500"
2019-05-29,107.45,108.4,107.06,108.22,89.08,"9,966,400"
2019-05-30,108.65,109.18,106.54,107.06,88.13,"10,367,800"
2019-05-31,105.56,106.59,104.84,105.96,87.22,"10,952,800"
2019-06-03,105.8,106.86,105.3,106.46,87.63,"11,680,700"
2019-06-04,107.85,109.9,107.13,109.74,90.33,"12,858,600"
2019-06-05,109.86,110.38,108.64,110.13,90.65,"8,340,500"
2019-06-06,110.15,110.87,108.93,110.37,90.85,"8,726,700"
2019-06-07,109.7,110.02,108.96,109.16,89.86,"10,618,900"
2019-06-10,110.75,111.21,110.22,110.34,90.83,"11,380,600"
2019-06-11,110.82,111.57,110.37,110.68,91.11,"9,847,700"
2019-06-12,110.7,110.9,108.89,109.27,89.95,"9,670,500"
2019-06-13,109.46,110.16,109.05,109.54,90.17,"8,406,900"
2019-06-14,109.57,110.3,108.63,109.82,90.4,"9,077,400"
2019-06-17,109.7,110.37,109.06,109.22,89.91,"8,128,600"
2019-06-18,109.01,111.41,108.98,110.71,91.13,"11,057,300"
2019-06-19,110.82,111.59,109.7,109.91,90.47,"13,126,500"
2019-06-20,110.88,111.09,109.03,110.19,90.7,"13,638,000"
2019-06-21,110.19,111.67,109.09,109.44,90.09,"27,089,500"
2019-06-24,109.28,109.77,108.54,108.66,89.44,"13,039,600"
2019-06-25,108.68,108.98,107.67,107.76,88.7,"18,660,100"
2019-06-26,108.3,109.31,108.16,108.48,89.3,"10,324,600"
2019-06-27,108.84,109.55,108.44,108.84,89.59,"10,906,600"
2019-06-28,111.04,112.43,110.9,111.8,92.03,"21,634,700"
2019-07-01,113.23,114.52,113.08,113.68,93.58,"12,724,500"
2019-07-02,113.51,114.2,113.22,113.8,93.68,"10,174,900"
2019-07-03,113.34,113.87,112.26,112.82,93.53,"6,849,400"
2019-07-05,113.51,114.27,112.92,113.49,94.08,"7,929,400"
2019-07-08,112.96,113.48,112.5,112.87,93.57,"6,917,200"
2019-07-09,112.28,113.49,112.15,113.35,93.97,"8,947,300"
2019-07-10,113.37,113.83,112.74,113.02,93.69,"9,242,300"
2019-07-11,113.37,114.36,113.12,114.1,94.59,"11,595,200"
2019-07-12,114.13,115.35,113.93,115.3,95.58,"10,783,400"
2019-07-15,115.54,115.57,113.53,113.9,94.42,"12,946,600"
2019-07-16,113.48,115.5,112.92,115.12,95.43,"16,945,000"
2019-07-17,114.43,114.94,113.73,113.99,94.5,"13,120,900"
2019-07-18,113.93,115.07,113.55,114.67,95.06,"9,397,200"
2019-07-19,114.89,115.12,113.4,113.54,94.12,"10,402,800"
2019-07-22,112.91,114.45,112.77,114.27,94.73,"9,061,100"
2019-07-23,114.88,116.45,114.82,116.36,96.46,"12,752,200"
2019-07-24,115.58,116.88,115.52,116.83,96.85,"10,011,000"
2019-07-25,116.89,117.24,115.32,115.71,95.92,"10,138,400"
2019-07-26,115.77,116.51,115.53,116.22,96.35,"12,800,400"
2019-07-29,116.46,117.18,115.79,115.85,96.04,"8,500,400"
2019-07-30,115.19,116.08,114.76,115.59,95.82,"7,121,100"
2019-07-31,116.1,116.18,114.86,116.0,96.16,"13,648,000"
2019-08-01,115.33,116.8,112.6,112.94,93.63,"15,664,500"
2019-08-02,112.4,113.43,111.4,112.93,93.62,"11,025,500"
2019-08-05,110.79,110.98,108.27,109.57,90.83,"15,855,300"
2019-08-06,110.05,110.5,108.34,110.43,91.55,"10,203,500"
2019-08-07,108.0,108.28,105.94,108.03,89.56,"17,320,900"
2019-08-08,109.05,110.08,108.72,109.86,91.07,"10,903,300"
2019-08-09,109.35,110.45,108.29,109.74,90.97,"9,980,800"
2019-08-12,108.44,108.51,107.21,107.68,89.27,"9,393,700"
2019-08-13,107.95,110.33,107.03,109.34,90.64,"12,124,700"
2019-08-14,106.3,106.91,104.45,104.8,86.88,"19,491,800"
2019-08-15,104.82,106.38,104.34,105.2,87.21,"13,365,600"
2019-08-16,106.37,107.98,105.87,107.72,89.3,"11,830,600"
2019-08-19,109.63,109.75,108.42,108.69,90.1,"8,265,400"
2019-08-20,107.85,108.44,107.24,107.31,88.96,"8,374,000"
2019-08-21,108.21,108.43,107.45,107.61,89.21,"8,189,300"
2019-08-22,108.37,109.27,107.93,108.72,90.13,"9,343,400"
2019-08-23,108.0,108.78,105.11,106.02,87.89,"14,762,300"
2019-08-26,106.62,106.99,106.01,106.87,88.59,"8,209,500"
2019-08-27,107.35,107.56,104.84,105.74,87.66,"14,331,800"
2019-08-28,105.08,107.21,105.04,106.8,88.54,"10,585,500"
2019-08-29,108.14,109.89,108.02,109.22,90.54,"10,002,200"
2019-08-30,109.84,110.56,109.47,109.86,91.07,"10,170,300"
2019-09-03,108.98,108.99,107.32,108.56,90.0,"9,868,800"
2019-09-04,109.45,110.22,108.56,109.87,91.08,"6,929,200"
2019-09-05,111.25,113.72,111.2,112.37,93.15,"13,224,700"
2019-09-06,112.66,112.98,111.96,112.61,93.35,"7,836,600"
2019-09-09,113.71,116.06,113.6,115.4,95.67,"13,985,100"
2019-09-10,116.3,117.27,115.73,116.87,96.88,"14,333,100"
2019-09-11,116.89,117.2,115.38,117.19,97.15,"9,919,200"
2019-09-12,116.55,118.47,115.92,117.91,97.75,"12,283,500"
2019-09-13,119.0,120.4,118.75,120.23,99.67,"16,257,200"
2019-09-16,118.9,119.87,118.38,119.16,98.78,"11,993,900"
2019-09-17,118.42,118.61,117.24,118.57,98.29,"10,735,400"
2019-09-18,118.32,120.08,117.75,119.76,99.28,"10,665,600"
2019-09-19,119.7,120.34,119.09,119.38,98.96,"9,382,600"
2019-09-20,119.74,120.34,118.87,118.9,98.57,"21,862,800"
2019-09-23,117.78,119.12,117.68,118.88,98.55,"9,135,100"
2019-09-24,118.75,119.26,117.04,117.33,97.27,"11,696,500"
2019-09-25,117.27,118.36,117.12,118.0,97.82,"9,389,400"
2019-09-26,117.88,118.05,116.95,117.03,97.02,"9,899,200"
2019-09-27,117.96,118.64,117.28,117.72,97.59,"10,207,800"
2019-09-30,118.36,118.77,117.22,117.69,97.56,"9,755,000"
2019-10-01,118.4,119.0,115.41,115.55,95.79,"11,250,300"
2019-10-02,114.81,114.9,112.93,113.25,93.88,"12,548,700"
2019-10-03,112.27,112.91,110.52,112.19,93.75,"12,735,200"
2019-10-04,112.34,114.94,112.27,114.62,95.78,"9,453,100"
2019-10-07,114.19,115.5,114.07,114.37,95.57,"6,771,600"
2019-10-08,113.06,113.06,111.66,111.82,93.44,"10,806,300"
2019-10-09,112.67,113.16,112.07,112.63,94.12,"7,273,700"
2019-10-10,113.14,115.4,113.0,114.21,95.44,"10,994,100"
2019-10-11,116.03,117.99,115.87,116.14,97.05,"15,076,500"
2019-10-14,115.85,116.87,115.66,116.45,97.31,"8,779,000"
2019-10-15,118.85,121.59,117.87,119.96,100.24,"23,379,000"
2019-10-16,119.96,120.62,119.38,119.68,100.01,"11,087,700"
2019-10-17,120.75,121.57,119.88,120.35,100.57,"10,818,500"
2019-10-18,120.0,121.02,119.86,120.56,100.74,"10,417,400"
2019-10-21,122.05,123.77,121.99,123.55,103.24,"12,714,600"
2019-10-22,123.45,125.1,123.12,124.79,104.28,"12,549,100"
2019-10-23,124.2,125.15,124.17,125.12,104.55,"8,828,300"
2019-10-24,125.29,125.66,124.07,125.03,104.48,"8,020,500"
2019-10-25,125.0,126.65,124.75,126.03,105.31,"9,055,700"
2019-10-28,126.57,127.21,126.4,126.51,105.72,"9,522,200"
2019-10-29,126.06,127.42,125.94,126.43,105.65,"9,797,300"
2019-10-30,126.05,126.26,124.92,125.73,105.06,"8,513,700"
2019-10-31,125.49,125.73,123.86,124.92,104.39,"11,589,100"
2019-11-01,126.2,127.99,126.02,127.8,106.79,"11,682,600"
2019-11-04,129.08,129.42,128.56,128.82,107.65,"9,159,900"
2019-11-05,129.39,130.3,128.84,129.1,107.88,"13,747,600"
2019-11-06,128.69,129.84,128.58,129.3,108.05,"11,231,100"
2019-11-07,130.43,131.29,129.92,130.0,108.63,"13,528,900"
2019-11-08,129.88,130.4,129.25,130.38,108.95,"9,293,400"
2019-11-11,129.6,130.1,129.35,129.92,108.57,"8,679,000"
2019-11-12,129.63,130.62,129.01,129.16,107.93,"9,099,000"
2019-11-13,128.13,128.82,127.42,128.48,107.36,"8,023,300"
2019-11-14,127.72,128.84,127.59,128.6,107.46,"8,483,400"
2019-11-15,129.23,129.53,128.4,129.53,108.24,"10,163,600"
2019-11-18,129.56,130.65,128.99,130.62,109.15,"8,749,300"
2019-11-19,130.99,131.25,130.18,130.58,109.12,"8,824,500"
2019-11-20,130.3,130.62,128.94,129.63,108.32,"11,782,800"
2019-11-21,130.0,130.72,129.39,129.93,108.57,"7,705,500"
2019-11-22,130.15,131.22,130.1,130.79,109.29,"8,167,900"
2019-11-25,131.25,132.07,130.87,131.49,109.88,"10,068,500"
2019-11-26,131.82,131.82,130.36,131.67,110.03,"10,490,700"
2019-11-27,132.29,132.43,131.65,132.06,110.35,"6,607,900"
2019-11-29,131.87,132.41,131.45,131.76,110.1,"5,712,000"
2019-12-02,132.31,132.74,131.35,131.47,109.86,"8,615,600"
2019-12-03,129.77,129.96,128.59,129.78,108.45,"10,361,300"
2019-12-04,130.38,132.47,129.99,132.34,110.59,"10,318,200"
2019-12-05,132.68,133.31,132.18,133.06,111.19,"9,587,400"
2019-12-06,134.69,135.78,134.65,135.04,112.84,"10,170,600"
2019-12-09,134.63,135.46,134.41,134.41,112.32,"8,498,200"
2019-12-10,133.25,134.77,132.88,134.5,112.39,"7,532,900"
2019-12-11,134.29,135.02,134.01,134.18,112.12,"9,011,900"
2019-12-12,134.49,138.47,134.21,138.02,115.33,"13,717,400"
2019-12-13,137.95,138.83,136.22,136.81,114.32,"10,592,100"
2019-12-16,138.38,138.84,137.32,137.34,114.77,"11,372,000"
2019-12-17,137.73,138.67,137.23,138.18,115.47,"11,546,800"
2019-12-18,138.15,139.02,137.72,138.04,115.35,"10,381,500"
2019-12-19,137.76,138.22,137.1,137.35,114.77,"9,350,400"
2019-12-20,138.02,138.88,136.9,137.24,114.68,"29,992,600"
2019-12-23,137.6,137.91,136.88,137.2,114.65,"9,738,400"
2019-12-24,137.33,137.63,137.06,137.58,114.97,"3,324,300"
2019-12-26,137.89,139.1,137.78,139.04,116.19,"6,770,900"
2019-12-27,139.3,139.77,138.67,139.14,116.27,"7,868,200"
2019-12-30,139.9,140.08,138.47,138.63,115.84,"6,963,000"
2019-12-31,138.51,139.48,138.29,139.4,116.49,"7,201,600"
2020-01-02,139.79,141.1,139.26,141.09,117.9,"10,803,700"
2020-01-03,137.5,139.23,137.08,138.34,116.34,"10,386,800"
2020-01-06,136.56,138.27,136.5,138.23,116.25,"10,259,000"
2020-01-07,137.28,137.86,135.82,135.88,114.27,"10,531,300"
2020-01-08,135.7,137.58,135.6,136.94,115.17,"9,695,300"
2020-01-09,138.05,138.23,137.04,137.44,115.59,"9,469,000"
2020-01-10,137.21,137.25,135.81,136.07,114.43,"10,190,900"
2020-01-13,136.19,137.2,135.76,137.2,115.38,"12,355,200"
2020-01-14,137.94,140.76,137.69,138.8,116.73,"24,906,000"
2020-01-15,137.85,138.6,136.15,136.72,114.98,"16,293,400"
2020-01-16,137.45,137.9,136.84,137.25,115.43,"10,783,800"
2020-01-17,137.54,138.29,137.32,138.2,116.23,"14,697,700"
2020-01-21,137.19,138.07,136.69,136.84,115.08,"8,474,200"
2020-01-22,137.24,137.4,136.38,136.68,114.95,"7,549,100"
2020-01-23,135.71,136.74,134.72,136.54,114.83,"9,345,700"
2020-01-24,136.37,136.43,132.32,133.15,111.98,"15,166,400"
2020-01-27,130.27,132.94,129.71,132.03,111.04,"12,860,500"
2020-01-28,132.84,134.97,132.48,134.43,113.06,"13,062,800"
2020-01-29,134.81,135.54,133.69,134.23,112.89,"9,326,000"
2020-01-30,132.69,136.13,132.69,135.89,114.28,"9,048,900"
2020-01-31,134.49,134.83,131.47,132.36,111.31,"12,785,200"
2020-02-03,132.66,134.24,132.66,133.37,112.16,"10,021,100"
2020-02-04,135.55,136.6,135.08,135.29,113.78,"9,157,100"
2020-02-05,136.57,137.73,136.01,137.59,115.71,"10,150,700"
2020-02-06,138.24,138.29,137.11,137.61,115.73,"8,992,300"
2020-02-07,136.73,137.67,136.3,137.17,115.36,"6,379,800"
2020-02-10,136.95,137.85,136.75,137.74,115.84,"5,960,700"
2020-02-11,138.26,138.82,137.78,138.0,116.06,"6,578,600"
2020-02-12,138.6,139.29,137.8,138.0,116.06,"7,958,000"
2020-02-13,137.75,138.34,136.4,137.88,115.96,"7,447,500"
2020-02-14,137.84,138.19,136.94,137.46,115.6,"6,627,600"
2020-02-18,137.34,137.71,135.05,135.64,114.07,"8,996,400"
2020-02-19,136.91,138.39,136.34,137.49,115.63,"7,071,200"
2020-02-20,137.17,138.36,136.53,137.49,115.63,"7,422,800"
2020-02-21,136.55,136.92,134.92,135.81,114.22,"9,772,800"
2020-02-24,131.44,133.2,130.8,132.16,111.15,"13,618,400"
2020-02-25,131.0,132.23,125.59,126.26,106.18,"20,797,200"
2020-02-26,126.93,128.95,126.34,126.64,106.5,"24,825,600"
2020-02-27,122.91,125.62,121.3,121.37,102.07,"23,005,500"
2020-02-28,117.52,118.49,112.66,116.11,97.65,"45,931,400"
2020-03-02,116.63,121.58,114.46,121.52,102.2,"27,355,400"
2020-03-03,120.97,122.95,116.24,116.96,98.36,"32,547,700"
2020-03-04,118.33,120.19,114.7,119.85,100.79,"25,795,900"
2020-03-05,115.67,116.43,112.58,113.97,95.85,"25,025,600"
2020-03-06,106.26,110.32,105.02,108.08,90.89,"38,159,400"
2020-03-09,96.57,99.23,93.0,93.44,78.58,"40,352,000"
2020-03-10,99.0,101.28,94.58,100.7,84.69,"31,102,700"
2020-03-11,97.7,100.05,94.55,95.96,80.7,"38,127,000"
2020-03-12,89.59,96.96,86.32,88.05,74.05,"49,725,200"
2020-03-13,95.99,103.99,92.0,103.91,87.39,"38,543,300"
2020-03-16,85.2,93.98,84.55,88.36,74.31,"38,589,700"
2020-03-17,90.89,97.44,87.5,93.76,78.85,"35,239,800"
2020-03-18,87.67,90.79,80.36,83.89,70.55,"41,525,600"
2020-03-19,81.56,88.11,76.91,85.3,71.74,"32,175,100"
2020-03-20,86.3,89.46,82.48,83.5,70.22,"30,150,800"
2020-03-23,82.68,83.75,78.09,79.03,66.46,"32,536,600"
2020-03-24,84.9,90.1,82.9,88.43,74.37,"34,363,200"
2020-03-25,89.24,95.15,84.54,91.73,77.14,"38,111,700"
2020-03-26,94.08,98.57,93.54,98.12,82.52,"29,826,300"
2020-03-27,93.19,94.84,90.55,91.13,76.64,"30,041,500"
2020-03-30,90.65,94.09,89.3,93.5,78.63,"21,656,900"
2020-03-31,92.05,94.17,89.34,90.03,75.71,"23,379,300"
2020-04-01,85.1,86.56,83.25,84.36,70.95,"28,029,600"
2020-04-02,83.51,87.91,82.96,87.51,73.6,"24,018,000"
2020-04-03,86.0,87.48,82.77,84.05,71.42,"21,199,400"
2020-04-06,88.99,90.99,87.7,89.46,76.02,"26,820,800"
2020-04-07,94.45,94.5,90.38,90.64,77.02,"22,563,800"
2020-04-08,92.1,94.86,90.55,94.3,80.13,"22,903,300"
2020-04-09,96.92,104.39,96.89,102.76,87.32,"42,055,900"
2020-04-13,103.11,103.11,97.3,98.19,83.44,"26,911,900"
2020-04-14,101.02,102.0,93.64,95.5,81.15,"46,151,300"
