Date,Close,Adj Close,Volume,DGS10,VIXCLS
2018-03-12,117.66,93.69,"12,339,300",2.87,15.78
2018-03-13,116.25,92.57,"13,312,300",2.84,16.35
2018-03-14,114.95,91.54,"12,905,100",2.81,17.23
2018-03-15,115.24,91.77,"8,748,000",2.82,16.59
2018-03-16,115.44,91.93,"19,888,900",2.85,15.8
2018-03-19,114.53,91.2,"13,214,900",2.85,19.02
2018-03-20,114.64,91.29,"9,921,200",2.89,18.2
2018-03-21,114.74,91.37,"13,633,000",2.89,17.86
2018-03-22,109.95,87.55,"22,550,400",2.83,23.34
2018-03-23,107.01,85.21,"23,081,500",2.82,24.87
2018-03-26,110.31,87.84,"20,217,500",2.85,21.03
2018-03-27,108.17,86.14,"18,039,900",2.78,22.5
2018-03-28,108.0,86.0,"19,189,300",2.77,22.87
2018-03-29,109.97,87.57,"13,274,600",2.74,19.97
2018-04-02,107.85,85.88,"18,822,500",2.73,23.62
2018-04-03,109.33,87.06,"14,050,700",2.79,21.1
2018-04-04,110.99,88.38,"15,302,600",2.79,20.06
2018-04-05,111.88,89.54,"16,627,000",2.83,18.94
2018-04-06,109.09,87.31,"18,906,000",2.77,21.49
2018-04-09,110.4,88.36,"15,974,300",2.78,21.77
2018-04-10,112.51,90.05,"13,951,400",2.8,20.47
2018-04-11,110.62,88.53,"14,503,300",2.79,20.24
2018-04-12,113.37,90.74,"16,435,500",2.83,18.49
2018-04-13,110.3,88.28,"39,152,800",2.82,17.41
2018-04-16,110.21,88.21,"16,580,500",2.83,16.56
2018-04-17,110.21,88.21,"15,501,400",2.82,15.25
2018-04-18,109.32,87.49,"16,081,400",2.87,15.6
2018-04-19,111.72,89.41,"17,911,000",2.92,15.96
2018-04-20,111.47,89.21,"15,584,400",2.96,16.88
2018-04-23,110.93,88.78,"11,285,800",2.98,16.34
2018-04-24,110.41,88.37,"16,453,100",3.0,18.02
2018-04-25,109.99,88.03,"13,548,200",3.03,17.84
2018-04-26,110.1,88.12,"10,299,500",3.0,16.24
2018-04-27,109.4,87.56,"9,384,000",2.96,15.41
2018-04-30,108.78,87.06,"13,744,900",2.95,15.93
2018-05-01,108.78,87.06,"10,503,400",2.97,15.49
2018-05-02,107.92,86.37,"12,162,100",2.97,15.97
2018-05-03,107.24,85.83,"15,379,100",2.94,15.9
2018-05-04,108.43,86.78,"11,967,900",2.95,14.77
2018-05-07,109.37,87.53,"9,356,700",2.95,14.75
2018-05-08,110.99,88.83,"12,543,200",2.97,14.71
2018-05-09,113.41,90.77,"11,368,100",3.0,13.42
2018-05-10,114.29,91.47,"9,159,700",2.97,13.23
2018-05-11,113.86,91.13,"10,253,000",2.97,12.65
2018-05-14,113.9,91.16,"8,710,700",3.0,12.93
2018-05-15,113.03,90.46,"11,536,200",3.08,14.63
2018-05-16,113.34,90.71,"7,571,100",3.09,13.42
2018-05-17,112.96,90.41,"8,617,200",3.11,13.43
2018-05-18,111.13,88.94,"11,806,300",3.06,13.42
2018-05-21,112.15,89.76,"9,441,900",3.06,13.08
2018-05-22,113.01,90.45,"11,507,600",3.06,13.22
2018-05-23,112.49,90.03,"11,453,900",3.01,12.58
2018-05-24,111.23,89.02,"14,084,800",2.98,12.53
2018-05-25,110.66,88.57,"8,283,500",2.93,13.22
2018-05-29,105.93,84.78,"30,643,800",2.77,17.02
2018-05-30,108.35,86.72,"17,490,800",2.84,14.94
2018-05-31,107.01,85.65,"19,808,200",2.83,15.43
2018-06-01,108.4,86.76,"13,594,200",2.89,13.46
2018-06-04,108.45,86.8,"9,415,400",2.94,12.74
2018-06-05,107.84,86.31,"10,415,200",2.92,12.4
2018-06-06,110.36,88.33,"15,453,600",2.97,11.64
2018-06-07,110.8,88.68,"13,444,400",2.93,12.13
2018-06-08,111.11,88.93,"10,383,200",2.93,12.18
2018-06-11,110.83,88.7,"12,642,900",2.96,12.35
2018-06-12,110.19,88.19,"15,294,100",2.96,12.34
2018-06-13,109.97,88.01,"14,979,700",2.98,12.94
2018-06-14,108.03,86.46,"20,487,300",2.94,12.12
2018-06-15,107.9,86.36,"26,028,600",2.93,11.98
2018-06-18,108.18,86.58,"9,786,800",2.92,12.31
2018-06-19,107.55,86.08,"12,707,200",2.89,13.35
2018-06-20,107.54,86.07,"8,876,900",2.93,12.79
2018-06-21,107.51,86.05,"11,048,700",2.9,14.64
2018-06-22,105.75,84.64,"19,478,900",2.9,13.77
2018-06-25,104.79,83.87,"16,907,600",2.87,17.33
2018-06-26,104.86,83.92,"17,086,800",2.88,15.92
2018-06-27,103.24,82.63,"16,276,800",2.83,17.91
2018-06-28,104.93,83.98,"14,491,300",2.84,16.85
2018-06-29,104.2,83.4,"18,972,400",2.85,16.09
2018-07-02,105.08,84.1,"11,130,000",2.87,15.6
2018-07-03,103.61,82.92,"8,311,700",2.83,16.14
2018-07-05,103.72,83.46,"10,723,400",2.84,14.97
2018-07-06,104.06,83.74,"12,173,700",2.82,13.37
2018-07-09,107.28,86.33,"13,900,800",2.86,12.69
2018-07-10,106.62,85.8,"14,575,900",2.87,12.64
2018-07-11,106.39,85.61,"10,186,500",2.85,13.63
2018-07-12,106.85,85.98,"12,456,800",2.85,12.58
2018-07-13,106.36,85.59,"21,289,100",2.83,12.18
2018-07-16,110.58,88.98,"24,662,600",2.85,12.83
2018-07-17,110.5,88.92,"14,821,900",2.86,12.06
2018-07-18,111.53,89.75,"14,244,900",2.88,12.1
2018-07-19,109.89,88.43,"16,775,300",2.84,12.87
2018-07-20,111.28,89.55,"13,578,100",2.89,12.86
2018-07-23,113.35,91.21,"18,140,000",2.96,12.62
2018-07-24,114.15,91.86,"14,000,400",2.95,12.41
2018-07-25,115.18,92.68,"13,329,100",2.94,12.29
2018-07-26,114.85,92.42,"11,897,800",2.98,12.14
2018-07-27,116.03,93.37,"12,802,700",2.96,13.03
2018-07-30,116.73,93.93,"13,411,600",2.98,14.26
2018-07-31,114.95,92.5,"15,843,800",2.96,12.83
2018-08-01,115.66,93.07,"13,531,600",3.0,13.15
2018-08-02,116.15,93.47,"11,058,100",2.98,12.19
2018-08-03,117.09,94.22,"11,016,100",2.95,11.64
2018-08-06,117.12,94.25,"9,857,400",2.94,11.27
2018-08-07,117.55,94.59,"10,562,100",2.98,10.93
2018-08-08,117.79,94.79,"8,997,100",2.96,10.85
2018-08-09,116.88,94.05,"9,694,200",2.93,11.27
2018-08-10,115.73,93.13,"12,630,600",2.87,13.16
2018-08-13,113.89,91.65,"10,336,300",2.88,14.78
2018-08-14,114.65,92.26,"10,597,600",2.89,13.31
2018-08-15,113.7,91.49,"10,152,100",2.86,14.64
2018-08-16,114.77,92.35,"10,118,600",2.87,13.45
2018-08-17,114.77,92.35,"8,505,100",2.87,12.64
2018-08-20,114.62,92.23,"8,618,700",2.82,12.49
2018-08-21,115.32,92.8,"10,976,700",2.85,12.86
2018-08-22,114.97,92.52,"8,314,700",2.82,12.25
2018-08-23,114.73,92.32,"9,265,400",2.82,12.41
2018-08-24,114.68,92.28,"8,845,700",2.82,11.99
2018-08-27,116.71,93.92,"13,768,000",2.85,12.16
2018-08-28,116.14,93.46,"8,302,600",2.88,12.5
2018-08-29,115.76,93.15,"7,221,700",2.89,12.25
2018-08-30,115.19,92.69,"8,991,800",2.86,13.53
2018-08-31,114.58,92.2,"13,065,700",2.86,12.86
2018-09-04,115.15,92.66,"10,174,200",2.9,13.16
2018-09-05,114.59,92.21,"11,462,400",2.9,13.91
2018-09-06,114.1,91.82,"9,877,600",2.88,14.65
2018-09-07,114.32,91.99,"10,955,600",2.94,14.88
2018-09-10,113.71,91.5,"8,276,900",2.94,14.16
2018-09-11,114.43,92.08,"9,333,800",2.98,13.22
2018-09-12,113.08,91.0,"10,800,800",2.97,13.14
2018-09-13,113.52,91.35,"12,470,800",2.97,12.37
2018-09-14,113.5,91.33,"10,337,900",2.99,12.07
2018-09-17,113.84,91.61,"9,561,300",2.99,13.68
2018-09-18,114.3,91.98,"7,944,200",3.05,12.79
2018-09-19,117.62,94.65,"16,052,800",3.08,11.75
2018-09-20,118.63,95.46,"15,590,000",3.07,11.8
2018-09-21,117.85,94.83,"24,788,200",3.07,11.68
2018-09-24,116.72,93.92,"12,492,500",3.08,12.2
2018-09-25,116.39,93.66,"9,308,300",3.1,12.42
2018-09-26,115.02,92.56,"14,023,600",3.06,12.89
2018-09-27,114.52,92.15,"13,283,000",3.06,12.41
2018-09-28,112.84,90.8,"15,815,100",3.05,12.12
2018-10-01,113.5,91.33,"10,146,300",3.09,12.0
2018-10-02,113.97,91.71,"13,753,100",3.05,12.05
2018-10-03,115.04,92.57,"17,142,000",3.15,11.61
2018-10-04,115.27,93.41,"16,357,400",3.19,14.22
2018-10-05,114.62,92.88,"13,777,600",3.23,14.82
2018-10-08,115.32,93.45,"14,370,900",3.23,15.69
2018-10-09,114.52,92.8,"14,069,500",3.21,15.95
2018-10-10,111.47,90.33,"23,086,400",3.22,22.96
2018-10-11,108.13,87.62,"33,705,600",3.14,24.98
2018-10-12,106.95,86.66,"32,075,700",3.15,21.31
2018-10-15,106.34,86.17,"18,903,200",3.16,21.3
2018-10-16,108.62,88.02,"19,302,800",3.16,17.62
2018-10-17,109.83,89.0,"18,794,500",3.19,17.4
2018-10-18,108.09,87.59,"17,582,500",3.17,20.06
2018-10-19,107.91,87.44,"15,234,500",3.2,19.89
2018-10-22,106.36,86.19,"16,199,100",3.2,19.64
2018-10-23,105.25,85.29,"21,407,500",3.17,20.71
2018-10-24,103.29,83.7,"23,168,900",3.1,25.23
2018-10-25,104.86,84.97,"17,464,700",3.14,24.22
2018-10-26,103.42,83.8,"19,174,900",3.08,24.16
2018-10-29,104.85,84.96,"18,445,200",3.08,24.7
2018-10-30,106.7,86.46,"18,019,700",3.12,23.35
2018-10-31,109.02,88.34,"20,860,000",3.15,21.23
2018-11-01,108.98,88.31,"13,065,000",3.14,19.34
2018-11-02,108.38,87.82,"19,009,200",3.22,19.51
2018-11-05,109.09,88.4,"10,276,400",3.2,19.96
2018-11-06,109.6,88.81,"10,825,000",3.22,19.91
2018-11-07,111.48,90.34,"12,679,600",3.22,16.36
2018-11-08,112.38,91.06,"11,662,500",3.24,16.72
2018-11-09,111.29,90.18,"10,432,200",3.19,17.36
2018-11-12,108.95,88.29,"13,279,700",3.19,20.45
2018-11-13,109.59,88.8,"13,746,100",3.14,20.02
2018-11-14,107.33,86.97,"18,361,400",3.12,21.25
2018-11-15,110.07,89.19,"19,100,000",3.11,19.98
2018-11-16,109.99,89.13,"13,798,600",3.08,18.14
2018-11-19,110.83,89.81,"13,987,000",3.06,20.1
2018-11-20,108.45,87.88,"18,936,200",3.06,22.48
2018-11-21,107.64,87.22,"10,619,600",3.06,20.8
2018-11-23,106.65,86.42,"6,488,400",3.05,21.52
2018-11-26,109.26,88.54,"13,948,300",3.07,18.9
2018-11-27,109.72,88.91,"9,238,200",3.06,19.02
2018-11-28,110.94,89.9,"13,977,300",3.06,18.49
2018-11-29,110.06,89.19,"11,144,300",3.03,18.79
2018-11-30,111.19,90.1,"18,652,700",3.01,18.07
2018-12-03,112.24,90.95,"16,034,500",2.98,16.44
2018-12-04,107.23,86.89,"23,555,900",2.91,20.74
2018-12-06,105.19,85.24,"27,213,900",2.87,21.19
2018-12-07,103.29,83.7,"19,248,600",2.85,23.23
2018-12-10,101.36,82.14,"23,636,400",2.85,22.64
2018-12-11,100.37,81.33,"16,860,700",2.89,21.76
2018-12-12,101.02,81.86,"22,621,500",2.91,21.46
2018-12-13,101.12,81.94,"17,250,900",2.91,20.65
2018-12-14,100.29,81.27,"19,879,500",2.89,21.63
2018-12-17,99.01,80.23,"25,113,500",2.86,24.52
2018-12-18,98.54,79.85,"20,837,200",2.82,25.58
2018-12-19,97.29,78.84,"28,767,900",2.77,25.58
2018-12-20,96.45,78.16,"31,825,200",2.79,28.38
2018-12-21,94.17,76.31,"41,313,900",2.79,30.11
2018-12-24,92.14,74.66,"17,009,300",2.74,36.07
2018-12-26,95.96,77.76,"22,542,900",2.81,30.41
2018-12-27,97.04,78.63,"20,304,700",2.77,29.96
2018-12-28,96.83,78.46,"17,963,300",2.72,28.34
2018-12-31,97.62,79.1,"13,237,200",2.69,25.42
2019-01-02,99.31,80.47,"15,670,900",2.66,23.22
2019-01-03,97.11,79.33,"16,286,400",2.56,25.45
2019-01-04,100.69,82.25,"16,935,200",2.67,21.38
2019-01-07,100.76,82.31,"15,430,700",2.7,21.4
2019-01-08,100.57,82.16,"13,578,800",2.73,20.47
2019-01-09,100.4,82.02,"14,230,300",2.74,19.98
2019-01-10,100.39,82.01,"14,376,100",2.74,19.5
2019-01-11,99.91,81.62,"15,439,900",2.71,18.19
2019-01-14,100.94,82.46,"21,258,500",2.71,19.07
2019-01-15,101.68,83.06,"26,504,900",2.72,18.6
2019-01-16,102.5,83.73,"18,533,000",2.73,19.04
2019-01-17,102.92,84.08,"14,247,600",2.75,18.06
2019-01-18,104.59,85.44,"16,428,700",2.79,17.8
2019-01-22,102.94,84.09,"17,083,700",2.74,20.8
2019-01-23,102.68,83.88,"12,146,700",2.76,19.52
2019-01-24,102.74,83.93,"11,296,800",2.72,18.89
2019-01-25,103.39,84.46,"14,369,400",2.76,17.42
2019-01-28,103.88,84.86,"12,283,100",2.75,18.87
2019-01-29,104.17,85.1,"9,743,300",2.72,19.13
2019-01-30,104.41,85.29,"12,526,300",2.7,17.66
2019-01-31,103.5,84.55,"17,520,600",2.63,16.57
2019-02-01,103.88,84.86,"13,000,800",2.7,16.14
2019-02-04,104.25,85.16,"9,871,500",2.73,15.73
2019-02-05,103.79,84.79,"12,763,000",2.71,15.57
2019-02-06,103.74,84.75,"8,745,000",2.7,15.38
2019-02-07,102.38,83.64,"13,177,500",2.65,16.37
2019-02-08,101.36,82.8,"12,892,600",2.63,15.72
2019-02-11,100.88,82.41,"10,978,500",2.65,15.97
2019-02-12,102.6,83.82,"12,852,300",2.68,15.43
2019-02-13,103.09,84.22,"10,754,100",2.71,15.65
2019-02-14,102.42,83.67,"11,518,500",2.66,16.22
2019-02-15,105.55,86.23,"14,716,900",2.66,14.91
2019-02-19,105.18,85.92,"12,764,900",2.65,14.88
2019-02-20,105.69,86.34,"10,030,300",2.65,14.02
2019-02-21,105.47,86.16,"8,400,100",2.69,14.46
2019-02-22,105.0,85.78,"10,647,300",2.65,13.51
2019-02-25,106.1,86.67,"11,230,700",2.67,14.85
2019-02-26,105.29,86.01,"15,465,400",2.64,15.17
2019-02-27,105.16,85.91,"9,968,800",2.69,14.7
2019-02-28,104.36,85.25,"15,156,900",2.73,14.78
2019-03-01,104.43,85.31,"13,813,300",2.76,13.57
2019-03-04,104.19,85.11,"12,466,300",2.72,14.63
2019-03-05,104.11,85.05,"10,856,600",2.72,14.74
2019-03-06,103.72,84.73,"9,070,800",2.69,15.74
2019-03-07,102.97,84.12,"12,705,700",2.64,16.59
2019-03-08,103.01,84.15,"10,582,400",2.62,16.05
2019-03-11,104.35,85.24,"9,763,200",2.64,14.33
2019-03-12,104.04,84.99,"10,219,100",2.61,13.77
2019-03-13,104.39,85.28,"13,022,200",2.61,13.41
2019-03-14,105.34,86.05,"10,926,500",2.63,13.5
2019-03-15,106.55,87.04,"24,811,700",2.59,12.88
2019-03-18,107.19,87.56,"12,935,500",2.6,13.1
2019-03-19,106.8,87.25,"12,889,300",2.61,13.56
2019-03-20,104.52,85.38,"14,920,700",2.54,13.91
2019-03-21,102.87,84.04,"19,751,000",2.54,13.63
2019-03-22,99.76,81.5,"31,115,200",2.44,16.48
2019-03-25,98.93,80.82,"21,032,300",2.43,16.33
2019-03-26,99.92,81.63,"15,987,100",2.41,14.68
2019-03-27,99.58,81.35,"12,753,200",2.39,15.15
2019-03-28,100.71,82.27,"12,454,100",2.39,14.43
2019-03-29,101.23,82.7,"14,523,400",2.41,13.71
2019-04-01,104.64,85.48,"17,499,300",2.49,13.4
2019-04-02,105.14,85.89,"10,295,400",2.48,13.36
2019-04-03,105.35,86.06,"11,499,200",2.52,13.74
2019-04-04,105.56,86.89,"11,952,100",2.51,13.58
2019-04-05,105.31,86.69,"9,933,700",2.5,12.82
2019-04-08,105.65,86.97,"8,056,300",2.52,13.18
2019-04-09,104.87,86.33,"9,092,200",2.51,14.28
2019-04-10,105.34,86.71,"10,882,300",2.48,13.3
2019-04-11,106.23,87.44,"11,183,800",2.51,13.02
2019-04-12,111.21,91.54,"25,834,100",2.56,12.01
2019-04-15,109.94,90.5,"15,163,800",2.55,12.32
2019-04-16,111.1,91.45,"11,583,200",2.6,12.18
2019-04-17,114.3,94.09,"17,791,900",2.59,12.6
2019-04-18,113.46,93.4,"12,501,900",2.57,12.09
2019-04-22,113.6,93.51,"7,975,900",2.59,12.42
2019-04-23,113.74,93.63,"9,193,100",2.57,12.28
2019-04-24,113.55,93.47,"9,245,700",2.53,13.14
2019-04-25,113.61,93.52,"9,311,800",2.54,13.25
2019-04-26,114.47,94.23,"7,889,300",2.51,12.73
2019-04-29,116.12,95.59,"14,242,200",2.54,13.11
2019-04-30,116.05,95.53,"11,389,100",2.51,13.12
2019-05-01,115.16,94.8,"10,412,900",2.52,14.8
2019-05-02,115.41,95.0,"8,613,300",2.55,14.42
2019-05-03,116.12,95.59,"8,185,400",2.54,12.87
2019-05-06,115.09,94.74,"9,387,000",2.51,15.44
2019-05-07,113.21,93.19,"15,017,700",2.45,19.32
2019-05-08,112.61,92.7,"9,575,800",2.49,19.4
2019-05-09,112.52,92.62,"12,205,900",2.45,19.1
2019-05-10,112.51,92.61,"13,189,000",2.47,16.04
2019-05-13,109.45,90.1,"13,783,700",2.4,20.55
2019-05-14,110.32,90.81,"10,503,600",2.42,18.06
2019-05-15,109.9,90.47,"10,142,000",2.37,16.44
2019-05-16,111.31,91.63,"9,672,700",2.4,15.29
2019-05-17,110.77,91.18,"9,570,100",2.39,15.96
2019-05-20,111.35,91.66,"8,518,200",2.41,16.31
2019-05-21,111.73,91.97,"7,967,900",2.43,14.95
2019-05-22,110.82,91.22,"7,918,900",2.39,14.75
2019-05-23,108.64,89.43,"14,558,000",2.31,16.92
2019-05-24,109.71,90.31,"8,537,300",2.32,15.85
2019-05-28,108.52,89.33,"11,665,500",2.26,17.5
2019-05-29,108.22,89.08,"9,966,400",2.25,17.9
2019-05-30,107.06,88.13,"10,367,800",2.22,17.3
2019-05-31,105.96,87.22,"10,952,800",2.14,18.71
2019-06-03,106.46,87.63,"11,680,700",2.07,18.86
2019-06-04,109.74,90.33,"12,858,600",2.12,16.97
2019-06-05,110.13,90.65,"8,340,500",2.12,16.09
2019-06-06,110.37,90.85,"8,726,700",2.12,15.93
2019-06-07,109.16,89.86,"10,618,900",2.09,16.3
2019-06-10,110.34,90.83,"11,380,600",2.15,15.94
2019-06-11,110.68,91.11,"9,847,700",2.15,15.99
2019-06-12,109.27,89.95,"9,670,500",2.13,15.91
2019-06-13,109.54,90.17,"8,406,900",2.1,15.82
2019-06-14,109.82,90.4,"9,077,400",2.09,15.28
2019-06-17,109.22,89.91,"8,128,600",2.09,15.35
2019-06-18,110.71,91.13,"11,057,300",2.06,15.15
2019-06-19,109.91,90.47,"13,126,500",2.03,14.33
2019-06-20,110.19,90.7,"13,638,000",2.01,14.75
2019-06-21,109.44,90.09,"27,089,500",2.07,15.4
2019-06-24,108.66,89.44,"13,039,600",2.02,15.26
2019-06-25,107.76,88.7,"18,660,100",2.0,16.28
2019-06-26,108.48,89.3,"10,324,600",2.05,16.21
2019-06-27,108.84,89.59,"10,906,600",2.01,15.82
2019-06-28,111.8,92.03,"21,634,700",2.0,15.08
2019-07-01,113.68,93.58,"12,724,500",2.03,14.06
2019-07-02,113.8,93.68,"10,174,900",1.98,12.93
2019-07-03,112.82,93.53,"6,849,400",1.96,12.57
2019-07-05,113.49,94.08,"7,929,400",2.04,13.28
2019-07-08,112.87,93.57,"6,917,200",2.05,13.96
2019-07-09,113.35,93.97,"8,947,300",2.07,14.09
2019-07-10,113.02,93.69,"9,242,300",2.07,13.03
2019-07-11,114.1,94.59,"11,595,200",2.13,12.93
2019-07-12,115.3,95.58,"10,783,400",2.12,12.39
2019-07-15,113.9,94.42,"12,946,600",2.09,12.68
2019-07-16,115.12,95.43,"16,945,000",2.13,12.86
2019-07-17,113.99,94.5,"13,120,900",2.06,13.97
2019-07-18,114.67,95.06,"9,397,200",2.04,13.53
2019-07-19,113.54,94.12,"10,402,800",2.05,14.45
2019-07-22,114.27,94.73,"9,061,100",2.05,13.53
2019-07-23,116.36,96.46,"12,752,200",2.08,12.61
2019-07-24,116.83,96.85,"10,011,000",2.05,12.07
2019-07-25,115.71,95.92,"10,138,400",2.08,12.74
2019-07-26,116.22,96.35,"12,800,400",2.08,12.16
2019-07-29,115.85,96.04,"8,500,400",2.06,12.83
2019-07-30,115.59,95.82,"7,121,100",2.06,13.94
2019-07-31,116.0,96.16,"13,648,000",2.02,16.12
2019-08-01,112.94,93.63,"15,664,500",1.9,17.87
2019-08-02,112.93,93.62,"11,025,500",1.86,17.61
2019-08-05,109.57,90.83,"15,855,300",1.75,24.59
2019-08-06,110.43,91.55,"10,203,500",1.73,20.17
2019-08-07,108.03,89.56,"17,320,900",1.71,19.49
2019-08-08,109.86,91.07,"10,903,300",1.72,16.91
2019-08-09,109.74,90.97,"9,980,800",1.74,17.97
2019-08-12,107.68,89.27,"9,393,700",1.65,21.09
2019-08-13,109.34,90.64,"12,124,700",1.68,17.52
2019-08-14,104.8,86.88,"19,491,800",1.59,22.1
2019-08-15,105.2,87.21,"13,365,600",1.52,21.18
2019-08-16,107.72,89.3,"11,830,600",1.55,18.47
2019-08-19,108.69,90.1,"8,265,400",1.6,16.88
2019-08-20,107.31,88.96,"8,374,000",1.55,17.5
2019-08-21,107.61,89.21,"8,189,300",1.59,15.8
2019-08-22,108.72,90.13,"9,343,400",1.62,16.68
2019-08-23,106.02,87.89,"14,762,300",1.52,19.87
2019-08-26,106.87,88.59,"8,209,500",1.54,19.32
2019-08-27,105.74,87.66,"14,331,800",1.49,20.31
2019-08-28,106.8,88.54,"10,585,500",1.47,19.35
2019-08-29,109.22,90.54,"10,002,200",1.5,17.88
2019-08-30,109.86,91.07,"10,170,300",1.5,18.98
2019-09-03,108.56,90.0,"9,868,800",1.47,19.66
2019-09-04,109.87,91.08,"6,929,200",1.47,17.33
2019-09-05,112.37,93.15,"13,224,700",1.57,16.27
2019-09-06,112.61,93.35,"7,836,600",1.55,15.0
2019-09-09,115.4,95.67,"13,985,100",1.63,15.27
2019-09-10,116.87,96.88,"14,333,100",1.72,15.2
2019-09-11,117.19,97.15,"9,919,200",1.75,14.61
2019-09-12,117.91,97.75,"12,283,500",1.79,14.22
2019-09-13,120.23,99.67,"16,257,200",1.9,13.74
2019-09-16,119.16,98.78,"11,993,900",1.84,14.67
2019-09-17,118.57,98.29,"10,735,400",1.81,14.44
2019-09-18,119.76,99.28,"10,665,600",1.8,13.95
2019-09-19,119.38,98.96,"9,382,600",1.79,14.05
2019-09-20,118.9,98.57,"21,862,800",1.74,15.32
2019-09-23,118.88,98.55,"9,135,100",1.72,14.91
2019-09-24,117.33,97.27,"11,696,500",1.64,17.05
2019-09-25,118.0,97.82,"9,389,400",1.73,15.96
2019-09-26,117.03,97.02,"9,899,200",1.7,16.07
2019-09-27,117.72,97.59,"10,207,800",1.69,17.22
2019-09-30,117.69,97.56,"9,755,000",1.68,16.24
2019-10-01,115.55,95.79,"11,250,300",1.65,18.56
2019-10-02,113.25,93.88,"12,548,700",1.6,20.56
2019-10-03,112.19,93.75,"12,735,200",1.54,19.12
2019-10-04,114.62,95.78,"9,453,100",1.52,17.04
2019-10-07,114.37,95.57,"6,771,600",1.56,17.86
2019-10-08,111.82,93.44,"10,806,300",1.54,20.28
2019-10-09,112.63,94.12,"7,273,700",1.59,18.64
2019-10-10,114.21,95.44,"10,994,100",1.67,17.57
2019-10-11,116.14,97.05,"15,076,500",1.76,15.58
2019-10-14,116.45,97.31,"8,779,000",1.76,14.57
2019-10-15,119.96,100.24,"23,379,000",1.77,13.54
2019-10-16,119.68,100.01,"11,087,700",1.75,13.68
2019-10-17,120.35,100.57,"10,818,500",1.76,13.79
2019-10-18,120.56,100.74,"10,417,400",1.76,14.25
2019-10-21,123.55,103.24,"12,714,600",1.8,14.0
2019-10-22,124.79,104.28,"12,549,100",1.78,14.46
2019-10-23,125.12,104.55,"8,828,300",1.77,14.01
2019-10-24,125.03,104.48,"8,020,500",1.77,13.71
2019-10-25,126.03,105.31,"9,055,700",1.8,12.65
2019-10-28,126.51,105.72,"9,522,200",1.85,13.11
2019-10-29,126.43,105.65,"9,797,300",1.84,13.2
2019-10-30,125.73,105.06,"8,513,700",1.78,12.33
2019-10-31,124.92,104.39,"11,589,100",1.69,13.22
2019-11-01,127.8,106.79,"11,682,600",1.73,12.3
2019-11-04,128.82,107.65,"9,159,900",1.79,12.83
2019-11-05,129.1,107.88,"13,747,600",1.86,13.1
2019-11-06,129.3,108.05,"11,231,100",1.81,12.62
2019-11-07,130.0,108.63,"13,528,900",1.92,12.73
2019-11-08,130.38,108.95,"9,293,400",1.94,12.07
2019-11-11,129.92,108.57,"8,679,000",1.94,12.69
2019-11-12,129.16,107.93,"9,099,000",1.92,12.68
2019-11-13,128.48,107.36,"8,023,300",1.88,13.0
2019-11-14,128.6,107.46,"8,483,400",1.82,13.05
2019-11-15,129.53,108.24,"10,163,600",1.84,12.05
2019-11-18,130.62,109.15,"8,749,300",1.81,12.46
2019-11-19,130.58,109.12,"8,824,500",1.79,12.86
2019-11-20,129.63,108.32,"11,782,800",1.73,12.78
2019-11-21,129.93,108.57,"7,705,500",1.77,13.13
2019-11-22,130.79,109.29,"8,167,900",1.77,12.34
2019-11-25,131.49,109.88,"10,068,500",1.76,11.87
2019-11-26,131.67,110.03,"10,490,700",1.74,11.54
2019-11-27,132.06,110.35,"6,607,900",1.77,11.75
2019-11-29,131.76,110.1,"5,712,000",1.78,12.62
2019-12-02,131.47,109.86,"8,615,600",1.83,14.91
2019-12-03,129.78,108.45,"10,361,300",1.72,15.96
2019-12-04,132.34,110.59,"10,318,200",1.77,14.8
2019-12-05,133.06,111.19,"9,587,400",1.8,14.52
2019-12-06,135.04,112.84,"10,170,600",1.84,13.62
2019-12-09,134.41,112.32,"8,498,200",1.83,15.86
2019-12-10,134.5,112.39,"7,532,900",1.85,15.68
2019-12-11,134.18,112.12,"9,011,900",1.79,14.99
2019-12-12,138.02,115.33,"13,717,400",1.9,13.94
2019-12-13,136.81,114.32,"10,592,100",1.82,12.63
2019-12-16,137.34,114.77,"11,372,000",1.89,12.14
2019-12-17,138.18,115.47,"11,546,800",1.89,12.29
2019-12-18,138.04,115.35,"10,381,500",1.92,12.58
2019-12-19,137.35,114.77,"9,350,400",1.92,12.5
2019-12-20,137.24,114.68,"29,992,600",1.92,12.51
2019-12-23,137.2,114.65,"9,738,400",1.93,12.61
2019-12-24,137.58,114.97,"3,324,300",1.9,12.67
2019-12-26,139.04,116.19,"6,770,900",1.9,12.65
2019-12-27,139.14,116.27,"7,868,200",1.88,13.43
2019-12-30,138.63,115.84,"6,963,000",1.9,14.82
2019-12-31,139.4,116.49,"7,201,600",1.92,13.78
2020-01-02,141.09,117.9,"10,803,700",1.88,12.47
2020-01-03,138.34,116.34,"10,386,800",1.8,14.02
2020-01-06,138.23,116.25,"10,259,000",1.81,13.85
2020-01-07,135.88,114.27,"10,531,300",1.83,13.79
2020-01-08,136.94,115.17,"9,695,300",1.87,13.45
2020-01-09,137.44,115.59,"9,469,000",1.85,12.54
2020-01-10,136.07,114.43,"10,190,900",1.83,12.56
2020-01-13,137.2,115.38,"12,355,200",1.85,12.32
2020-01-14,138.8,116.73,"24,906,000",1.82,12.39
